target_id,target_name,target_family,predictor,availability_status,reason
eye_kidney_ukb42408:linked_endpoint:end_stage_renal_disease,Date/source of end stage renal disease report,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_kidney_ukb42408:linked_endpoint:end_stage_renal_disease,Date/source of end stage renal disease report,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_kidney_ukb42408:aggregate_target:kidney_function_clinical_biomarker_phenotypes,Kidney-function clinical biomarker phenotypes,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_renal_disease_2104,incident_renal_disease_2104,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_renal_disease_2104,prior_renal_disease_2104,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:renal_disease_2104,renal_disease_2104,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:renal_disease_date_2104,renal_disease_date_2104,CKD / kidney function,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:breastca_2104,breastca_2104,Cancer,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
